,caseID,DateTime,taskID,originator,eventtype,ArrangeSurvey,FirstContact,ImmediateRepair,InformClientSurvey,InformClientWrongPlace,InternRepair,MakeTicket,ReadyInformClient,RepairReady,SendTicketToFinAdmin,Survey,TicketReady
5548,567,2020-01-10 04:01:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
12399,567,2020-01-10 04:01:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
7035,567,2020-01-10 07:55:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
5914,567,2020-01-10 10:27:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
343,567,2020-12-14 10:27:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5090,568,2020-01-06 17:01:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
8597,568,2020-01-06 17:07:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
6264,568,2020-01-06 19:23:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
12436,568,2020-01-06 19:23:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
2807,568,2020-01-08 06:45:00,Survey,Edd,complete,0,0,0,0,0,0,0,0,0,0,1,0
10813,568,2020-01-09 09:18:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
11400,568,2020-01-09 09:18:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
6778,568,2020-01-09 11:56:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4031,568,2020-01-09 13:29:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
6178,568,2020-01-09 13:29:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
10180,569,2020-01-06 03:58:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
5450,569,2020-01-06 04:01:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
10461,569,2020-01-06 04:06:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
12441,569,2020-01-06 04:06:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
8231,569,2020-01-14 04:57:00,Survey,Jacky,complete,0,0,0,0,0,0,0,0,0,0,1,0
1008,569,2020-01-14 07:09:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
4611,569,2020-01-14 07:09:00,ImmediateRepair,Jacky,complete,0,0,1,0,0,0,0,0,0,0,0,0
6750,569,2020-01-14 07:11:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
3339,569,2020-01-14 11:17:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
13067,569,2020-01-14 11:17:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
10139,570,2020-01-01 18:16:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
6817,570,2020-01-01 18:21:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
9122,570,2020-01-01 18:26:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
10318,570,2020-01-01 18:26:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
7258,570,2020-01-01 18:58:00,Survey,Ben,complete,0,0,0,0,0,0,0,0,0,0,1,0
6573,570,2020-01-01 22:36:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
8012,570,2020-01-02 05:08:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
11713,570,2020-01-02 05:08:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
157,570,2020-06-11 22:10:00,InternRepair,Eric,complete,0,0,0,0,0,1,0,0,0,0,0,0
461,570,2021-04-11 22:10:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
3550,571,2020-01-05 18:44:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
3600,571,2020-01-05 18:44:00,InformClientWrongPlace,Dian,complete,0,0,0,0,1,0,0,0,0,0,0,0
9516,572,2020-01-06 23:37:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
8727,572,2020-01-06 23:42:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
11657,572,2020-01-06 23:45:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
13143,572,2020-01-06 23:45:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
6975,572,2020-01-13 03:17:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
1285,572,2020-01-13 09:53:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10083,572,2020-01-13 10:17:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4726,572,2020-01-13 12:27:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12252,572,2020-01-13 12:27:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1020,573,2020-01-04 09:52:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
8378,573,2020-01-04 10:02:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
11852,573,2020-01-04 10:07:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
11868,573,2020-01-04 10:07:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
4207,573,2020-01-05 10:56:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
5879,573,2020-01-05 12:56:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
6331,573,2020-01-05 12:56:00,ImmediateRepair,Barbara,complete,0,0,1,0,0,0,0,0,0,0,0,0
11338,573,2020-01-05 13:56:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4298,573,2020-01-05 14:32:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
13222,573,2020-01-05 14:32:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
3163,574,2020-01-01 10:51:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
1484,574,2020-01-01 10:58:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
1382,574,2020-01-01 11:00:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
11984,574,2020-01-01 11:00:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
1404,574,2020-01-01 11:38:00,Survey,Cindy,complete,0,0,0,0,0,0,0,0,0,0,1,0
7747,574,2020-01-01 15:38:00,InternRepair,Cindy,complete,0,0,0,0,0,1,0,0,0,0,0,0
9940,574,2020-01-01 20:02:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
7718,574,2020-01-02 03:19:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
9501,574,2020-01-02 03:19:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
377,574,2021-01-17 20:26:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
9360,575,2020-01-05 12:48:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
8848,575,2020-01-05 12:52:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
6052,575,2020-01-05 12:57:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
7934,575,2020-01-05 12:57:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
13052,575,2020-01-11 02:52:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
4133,575,2020-01-11 04:52:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
13087,575,2020-01-11 04:52:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
7914,575,2020-01-11 08:02:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
3139,575,2020-01-11 10:22:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
133,575,2020-05-18 10:22:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
1156,576,2020-01-02 03:18:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
13076,576,2020-01-02 03:23:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
5602,576,2020-01-02 03:25:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
10042,576,2020-01-02 03:25:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
3173,576,2020-01-03 05:49:00,Survey,Cindy,complete,0,0,0,0,0,0,0,0,0,0,1,0
1297,576,2020-01-03 12:47:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
9373,576,2020-01-03 12:47:00,InternRepair,Paul,complete,0,0,0,0,0,1,0,0,0,0,0,0
7087,576,2020-01-03 13:47:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
5502,576,2020-01-03 17:29:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
8474,576,2020-01-03 17:29:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5559,577,2020-01-06 00:01:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
2893,577,2020-01-06 00:03:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
5967,577,2020-01-06 00:05:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
12381,577,2020-01-06 00:05:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
7439,577,2020-01-14 04:03:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
5399,577,2020-01-14 05:51:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10071,577,2020-01-14 05:51:00,ImmediateRepair,Barbara,complete,0,0,1,0,0,0,0,0,0,0,0,0
13247,577,2020-01-14 07:30:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
8436,577,2020-01-14 10:34:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
9390,577,2020-01-14 10:34:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
2775,578,2020-01-02 15:56:00,InformClientWrongPlace,Monica,complete,0,0,0,0,1,0,0,0,0,0,0,0
6802,578,2020-01-02 15:56:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
8796,579,2020-01-05 09:09:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
2224,579,2020-01-06 17:46:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
11872,579,2020-01-13 20:40:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
1379,579,2020-01-14 00:16:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
9089,579,2020-01-14 00:16:00,InternRepair,Anne,complete,0,0,0,0,0,1,0,0,0,0,0,0
4137,579,2020-01-14 05:25:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
1818,579,2020-01-14 05:57:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5637,579,2020-01-14 05:57:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
274,579,2020-10-06 17:46:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
278,579,2020-10-10 09:14:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
11041,580,2020-01-07 06:16:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
4863,580,2020-01-07 06:21:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
8610,580,2020-01-07 06:23:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
3647,580,2020-01-17 04:18:00,Survey,Edd,complete,0,0,0,0,0,0,0,0,0,0,1,0
6678,580,2020-01-19 02:05:00,InternRepair,Edd,complete,0,0,0,0,0,1,0,0,0,0,0,0
12729,580,2020-01-19 02:05:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
9907,580,2020-01-19 03:29:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
1216,580,2020-01-19 09:41:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
4024,580,2020-01-19 09:41:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
166,580,2020-06-20 06:23:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
3977,581,2020-01-01 14:14:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
1736,581,2020-01-01 14:18:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
11670,581,2020-01-01 19:56:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
3195,581,2020-01-02 02:12:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
8903,581,2020-01-02 04:00:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10026,581,2020-01-02 04:00:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
6625,581,2020-01-02 05:22:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
10359,581,2020-01-02 09:55:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12613,581,2020-01-02 09:55:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
47,581,2020-02-22 19:56:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
10879,582,2020-01-05 23:43:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
6428,582,2020-01-05 23:48:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
3519,582,2020-01-06 10:25:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
6880,582,2020-01-06 10:25:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
3897,582,2020-01-13 07:43:00,Survey,John,complete,0,0,0,0,0,0,0,0,0,0,1,0
5075,582,2020-01-19 09:37:00,InternRepair,Paul,complete,0,0,0,0,0,1,0,0,0,0,0,0
7425,582,2020-01-19 09:37:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
4353,582,2020-01-19 12:01:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1615,582,2020-01-19 16:45:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
463,582,2021-04-13 16:45:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
3177,583,2020-01-02 13:36:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
8950,583,2020-01-02 13:41:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9520,583,2020-01-02 13:41:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
8258,583,2020-01-02 13:58:00,Survey,Ben,complete,0,0,0,0,0,0,0,0,0,0,1,0
12740,583,2020-01-03 01:10:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
5228,583,2020-01-03 02:32:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
982,583,2020-01-03 07:33:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
7610,583,2020-01-03 07:33:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
432,583,2021-03-13 13:32:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
4436,584,2020-01-03 02:45:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
10683,584,2020-01-03 02:47:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
3923,584,2020-01-03 02:49:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
11038,584,2020-01-03 02:49:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9029,584,2020-01-10 18:35:00,Survey,Edd,complete,0,0,0,0,0,0,0,0,0,0,1,0
4296,584,2020-01-11 05:57:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
5562,584,2020-01-11 05:57:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
2570,584,2020-01-11 09:32:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5981,584,2020-01-11 09:47:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
6998,584,2020-01-11 09:47:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
2620,585,2020-01-05 03:26:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
3956,585,2020-01-05 03:33:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
1714,585,2020-01-05 03:38:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
1261,585,2020-01-05 18:38:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
1838,585,2020-01-05 20:50:00,ImmediateRepair,Barbara,complete,0,0,1,0,0,0,0,0,0,0,0,0
7893,585,2020-01-05 20:50:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
12733,585,2020-01-05 22:30:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1688,585,2020-01-06 03:26:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
11936,585,2020-01-06 03:26:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
72,585,2020-03-18 03:38:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
4070,586,2020-01-03 17:00:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
11076,586,2020-01-03 17:03:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
4408,586,2020-01-03 17:07:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
5186,586,2020-01-03 17:07:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
10226,586,2020-01-04 11:50:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
5364,586,2020-01-04 14:02:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
11324,586,2020-01-04 14:02:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
3182,586,2020-01-04 16:34:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1852,586,2020-01-04 16:52:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12795,586,2020-01-04 16:52:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
13185,587,2020-01-01 16:56:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
5132,587,2020-01-01 17:00:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
12750,587,2020-01-01 17:05:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
977,587,2020-01-01 17:58:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
2063,587,2020-01-01 19:58:00,ImmediateRepair,Barbara,complete,0,0,1,0,0,0,0,0,0,0,0,0
5025,587,2020-01-01 19:58:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
7285,587,2020-01-01 22:46:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7674,587,2020-01-02 02:07:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11014,587,2020-01-02 02:07:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
42,587,2020-02-17 17:05:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
9251,588,2020-01-06 13:36:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
12358,588,2020-01-06 13:36:00,InformClientWrongPlace,Dian,complete,0,0,0,0,1,0,0,0,0,0,0,0
11769,589,2020-01-07 06:54:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
6387,589,2020-01-07 06:58:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
13001,589,2020-01-07 07:01:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
2126,589,2020-01-09 11:26:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
7310,589,2020-01-09 13:38:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
9778,589,2020-01-09 13:38:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
2105,589,2020-01-09 19:27:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7271,589,2020-01-09 19:27:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
208,589,2020-08-01 07:01:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
830,589,2022-04-15 16:30:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5520,590,2020-01-03 08:08:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
2964,590,2020-01-03 08:13:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
1292,590,2020-01-03 10:23:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
4199,590,2020-01-03 10:23:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
4469,590,2020-01-13 05:35:00,Survey,Jacky,complete,0,0,0,0,0,0,0,0,0,0,1,0
1321,590,2020-01-13 07:47:00,ImmediateRepair,Jacky,complete,0,0,1,0,0,0,0,0,0,0,0,0
10249,590,2020-01-13 07:47:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
7174,590,2020-01-13 07:48:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
7515,590,2020-01-13 15:31:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
10692,590,2020-01-13 15:31:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4560,591,2020-01-07 17:59:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
8595,591,2020-01-07 18:05:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
6739,591,2020-01-07 18:08:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
12789,591,2020-01-07 18:08:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
6594,591,2020-01-12 14:52:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
11773,591,2020-01-12 14:52:00,InternRepair,Edd,complete,0,0,0,0,0,1,0,0,0,0,0,0
3993,591,2020-01-12 16:05:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
6016,591,2020-01-12 17:37:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
6680,591,2020-01-12 17:37:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
62,591,2020-03-08 22:38:00,Survey,Paul,complete,0,0,0,0,0,0,0,0,0,0,1,0
6917,592,2020-01-05 20:01:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
1491,592,2020-01-05 20:04:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
8196,592,2020-01-05 20:06:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
11878,592,2020-01-05 20:06:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
11699,592,2020-01-09 10:06:00,Survey,John,complete,0,0,0,0,0,0,0,0,0,0,1,0
11387,592,2020-01-10 17:49:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
1748,592,2020-01-10 21:29:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10761,592,2020-01-11 03:53:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
2793,592,2020-01-11 04:13:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
9207,592,2020-01-11 04:13:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
6862,593,2020-01-04 19:56:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
4691,593,2020-01-04 20:01:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
9629,593,2020-01-04 20:06:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
10005,593,2020-01-04 20:06:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
8279,593,2020-01-04 20:41:00,Survey,Ben,complete,0,0,0,0,0,0,0,0,0,0,1,0
7838,593,2020-01-05 01:29:00,InternRepair,Lex,complete,0,0,0,0,0,1,0,0,0,0,0,0
7857,593,2020-01-05 05:05:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
12112,593,2020-01-05 07:26:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
10509,593,2020-01-05 09:29:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11109,593,2020-01-05 09:29:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
8742,594,2020-01-04 12:30:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
1124,594,2020-01-04 12:34:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
11505,594,2020-01-04 12:37:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
13036,594,2020-01-04 12:37:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
6894,594,2020-01-05 01:21:00,InternRepair,Cindy,complete,0,0,0,0,0,1,0,0,0,0,0,0
7651,594,2020-01-05 15:25:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
12238,594,2020-01-05 15:25:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
11744,594,2020-01-05 20:01:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7420,594,2020-01-05 21:58:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
7518,594,2020-01-05 21:58:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
