,caseID,taskID,originator,eventtype,date,time
5921,861,ArrangeSurvey,Monica,complete,1970-01-01,18:02
5922,754,RepairReady,System,complete,1970-01-08,3:58
5923,709,ArrangeSurvey,Dian,complete,1970-01-06,12:21
5925,235,MakeTicket,Dian,complete,1970-01-02,20:11
5926,814,Survey,John,complete,1970-01-04,4:08
5927,269,InternRepair,John,complete,1970-01-16,5:01
5928,86,RepairReady,System,complete,1970-01-10,13:47
5929,660,InformClientSurvey,System,complete,1970-01-04,11:26
5930,138,FirstContact,Monica,complete,1970-01-06,16:49
5931,279,MakeTicket,Monica,complete,1970-01-02,8:47
5934,46,InternRepair,Paul,complete,1970-01-10,20:53
5936,646,ReadyInformClient,System,complete,1970-01-10,0:20
5937,651,ArrangeSurvey,Monica,complete,1970-01-04,10:02
5938,969,SendTicketToFinAdmin,System,complete,1970-01-16,7:37
5940,926,TicketReady,System,complete,1970-01-12,11:06
5941,470,FirstContact,Dian,complete,1970-01-03,13:03
5942,470,InformClientSurvey,System,complete,1970-01-04,11:27
5943,878,TicketReady,System,complete,1970-01-04,12:19
5944,114,FirstContact,Dian,complete,1970-01-07,6:59
5945,70,Survey,Anne,complete,1970-01-14,0:58
5948,326,Survey,Cindy,complete,1970-01-12,1:48
5949,564,ArrangeSurvey,Monica,complete,1970-01-04,2:30
5951,350,FirstContact,Monica,complete,1970-01-07,16:26
5954,672,ReadyInformClient,System,complete,1970-01-03,10:17
5957,241,ReadyInformClient,System,complete,1970-01-09,16:50
5958,20,FirstContact,Dian,complete,1970-01-07,18:57
5959,451,SendTicketToFinAdmin,System,complete,1970-01-12,18:31
5960,355,Survey,Paul,complete,1970-01-02,8:49
5961,684,MakeTicket,Dian,complete,1970-01-07,8:26
5962,120,FirstContact,Dian,complete,1970-01-03,1:37
5963,510,ReadyInformClient,System,complete,1970-01-03,14:38
5964,806,InformClientSurvey,System,complete,1970-01-01,21:59
5965,721,InformClientSurvey,System,complete,1970-01-05,7:02
5966,220,TicketReady,System,complete,1970-01-16,5:45
5967,577,ArrangeSurvey,Dian,complete,1970-01-06,0:05
5969,316,RepairReady,System,complete,1970-01-05,11:13
5970,606,SendTicketToFinAdmin,System,complete,1970-01-08,16:49
5973,880,SendTicketToFinAdmin,System,complete,1970-01-10,8:59
5974,535,Survey,Anne,complete,1970-01-12,11:48
5975,14,FirstContact,Monica,complete,1970-01-04,0:25
5976,623,Survey,Barbara,complete,1970-01-14,6:37
5977,686,RepairReady,System,complete,1970-01-11,0:08
5979,213,InformClientWrongPlace,Dian,complete,1970-01-06,18:42
5980,377,FirstContact,Dian,complete,1970-01-01,21:39
5981,584,SendTicketToFinAdmin,System,complete,1970-01-11,9:47
5982,754,InternRepair,Eric,complete,1970-01-08,3:58
5983,920,RepairReady,System,complete,1970-01-11,8:03
5984,681,MakeTicket,Monica,complete,1970-01-07,14:56
5985,469,ArrangeSurvey,Monica,complete,1970-01-05,22:13
5987,306,ReadyInformClient,System,complete,1970-01-10,10:12
5988,438,MakeTicket,Dian,complete,1970-01-02,17:19
5989,763,MakeTicket,Dian,complete,1970-01-01,11:13
5991,71,ReadyInformClient,System,complete,1970-01-06,19:49
5992,796,Survey,Barbara,complete,1970-01-13,2:31
5994,284,ReadyInformClient,System,complete,1970-01-10,4:44
5995,746,FirstContact,Dian,complete,1970-01-01,9:20
5998,881,RepairReady,System,complete,1970-01-08,17:17
5999,472,TicketReady,System,complete,1970-01-08,5:18
6000,870,MakeTicket,Monica,complete,1970-01-07,9:14
6002,428,FirstContact,Dian,complete,1970-01-06,11:58
6004,967,TicketReady,System,complete,1970-01-08,4:31
6006,669,InformClientSurvey,System,complete,1970-01-04,7:20
6008,352,ReadyInformClient,System,complete,1970-01-01,22:37
6009,512,InternRepair,Barbara,complete,1970-01-11,1:33
6011,522,RepairReady,System,complete,1970-01-03,3:29
6012,277,ReadyInformClient,System,complete,1970-01-10,4:26
6013,952,MakeTicket,Dian,complete,1970-01-02,10:57
6014,211,SendTicketToFinAdmin,System,complete,1970-01-04,0:02
6016,591,ReadyInformClient,System,complete,1970-01-12,17:37
6017,248,InternRepair,John,complete,1970-01-02,18:08
6018,775,ReadyInformClient,System,complete,1970-01-06,20:58
6020,765,TicketReady,System,complete,1970-01-16,13:11
6021,898,RepairReady,System,complete,1970-01-10,8:34
6022,253,RepairReady,System,complete,1970-01-03,20:35
6024,654,ImmediateRepair,Anne,complete,1970-01-06,21:27
6025,490,ArrangeSurvey,Monica,complete,1970-01-02,6:02
6027,468,InformClientSurvey,System,complete,1970-01-02,11:26
6030,445,FirstContact,Monica,complete,1970-01-03,18:48
6031,93,ArrangeSurvey,Dian,complete,1970-01-06,18:28
6032,794,Survey,Paul,complete,1970-01-11,12:51
6033,970,FirstContact,Monica,complete,1970-01-02,14:06
6034,475,ReadyInformClient,System,complete,1970-01-05,13:51
6036,711,ReadyInformClient,System,complete,1970-01-11,16:27
6037,320,InternRepair,Lex,complete,1970-01-05,12:29
6038,658,MakeTicket,Dian,complete,1970-01-05,2:22
6039,112,SendTicketToFinAdmin,System,complete,1970-01-12,5:29
6042,664,RepairReady,System,complete,1970-01-04,16:13
6043,352,MakeTicket,Dian,complete,1970-01-01,9:54
6044,188,SendTicketToFinAdmin,System,complete,1970-01-07,9:23
6045,25,TicketReady,System,complete,1970-01-03,5:37
6047,887,TicketReady,System,complete,1970-01-11,1:56
6048,899,ArrangeSurvey,Dian,complete,1970-01-02,1:33
6050,324,FirstContact,Dian,complete,1970-01-04,2:03
6051,51,ArrangeSurvey,Monica,complete,1970-01-06,22:57
6052,575,ArrangeSurvey,Monica,complete,1970-01-05,12:57
6054,386,Survey,Paul,complete,1970-01-13,5:01
6055,702,TicketReady,System,complete,1970-01-06,9:51
6056,274,ImmediateRepair,Anne,complete,1970-01-11,2:00
6057,351,InformClientSurvey,System,complete,1970-01-05,0:25
6059,500,SendTicketToFinAdmin,System,complete,1970-01-15,9:45
6062,434,Survey,John,complete,1970-01-12,1:07
6064,31,ReadyInformClient,System,complete,1970-01-03,20:45
6065,257,RepairReady,System,complete,1970-01-04,0:35
6066,700,Survey,Barbara,complete,1970-01-08,10:39
6068,318,InternRepair,Paul,complete,1970-01-06,15:11
6070,476,FirstContact,Dian,complete,1970-01-01,20:04
6071,815,ReadyInformClient,System,complete,1970-01-10,1:02
6072,383,TicketReady,System,complete,1970-01-06,20:00
6073,12,FirstContact,Monica,complete,1970-01-02,18:15
6077,54,RepairReady,System,complete,1970-01-02,16:19
6078,102,TicketReady,System,complete,1970-01-18,22:08
6079,288,MakeTicket,Dian,complete,1970-01-07,8:43
6080,4,TicketReady,System,complete,1970-01-04,23:35
6081,612,InformClientSurvey,System,complete,1970-01-04,23:55
6083,401,TicketReady,System,complete,1970-01-12,19:39
6084,716,TicketReady,System,complete,1970-01-12,12:14
6085,595,RepairReady,System,complete,1970-01-13,18:20
6086,792,ReadyInformClient,System,complete,1970-01-07,0:53
6087,459,ReadyInformClient,System,complete,1970-01-05,22:16
6090,929,InformClientSurvey,System,complete,1970-01-03,14:01
6091,57,MakeTicket,Monica,complete,1970-01-06,6:13
6092,741,ReadyInformClient,System,complete,1970-01-10,21:25
6093,385,MakeTicket,Monica,complete,1970-01-05,6:38
6095,83,ArrangeSurvey,Dian,complete,1970-01-06,4:23
6096,889,ReadyInformClient,System,complete,1970-01-07,11:33
6097,790,FirstContact,Monica,complete,1970-01-03,11:18
6098,816,MakeTicket,Dian,complete,1970-01-08,3:31
6099,59,RepairReady,System,complete,1970-01-14,8:40
6102,318,ArrangeSurvey,Dian,complete,1970-01-03,6:07
6103,498,TicketReady,System,complete,1970-01-16,21:48
6104,669,ReadyInformClient,System,complete,1970-01-06,3:43
6105,763,InformClientSurvey,System,complete,1970-01-01,11:17
6106,208,InternRepair,John,complete,1970-01-04,3:25
6107,843,TicketReady,System,complete,1970-01-14,12:09
6108,685,FirstContact,Monica,complete,1970-01-02,22:03
6110,165,ArrangeSurvey,Monica,complete,1970-01-07,22:24
6111,713,SendTicketToFinAdmin,System,complete,1970-01-17,21:19
6112,952,InformClientSurvey,System,complete,1970-01-02,11:02
6115,620,ReadyInformClient,System,complete,1970-01-10,13:20
6116,359,InformClientSurvey,System,complete,1970-01-05,19:58
6118,193,InternRepair,Barbara,complete,1970-01-04,17:53
6119,244,Survey,Paul,complete,1970-01-09,13:58
6121,974,RepairReady,System,complete,1970-01-03,9:30
6122,468,TicketReady,System,complete,1970-01-03,12:37
6123,519,ReadyInformClient,System,complete,1970-01-06,21:03
6124,384,Survey,Barbara,complete,1970-01-06,8:42
6125,297,Survey,Barbara,complete,1970-01-02,17:16
6126,469,MakeTicket,Monica,complete,1970-01-05,22:08
6127,546,ArrangeSurvey,Dian,complete,1970-01-03,15:04
6128,910,FirstContact,Monica,complete,1970-01-07,6:46
6129,487,SendTicketToFinAdmin,System,complete,1970-01-05,6:58
6130,28,InformClientSurvey,System,complete,1970-01-05,17:35
6133,187,TicketReady,System,complete,1970-01-04,13:21
6135,845,FirstContact,Monica,complete,1970-01-02,13:49
6137,231,Survey,John,complete,1970-01-06,14:51
6138,730,FirstContact,Monica,complete,1970-01-03,16:32
6139,740,FirstContact,Monica,complete,1970-01-06,10:58
6141,799,SendTicketToFinAdmin,System,complete,1970-01-18,19:57
6142,601,ArrangeSurvey,Monica,complete,1970-01-07,22:45
6143,283,MakeTicket,Dian,complete,1970-01-05,5:05
6144,445,RepairReady,System,complete,1970-01-04,14:29
6145,100,TicketReady,System,complete,1970-01-02,14:36
6148,565,MakeTicket,Monica,complete,1970-01-02,8:02
6149,397,FirstContact,Monica,complete,1970-01-05,3:12
6150,287,Survey,Anne,complete,1970-01-04,9:26
6151,454,InternRepair,John,complete,1970-01-02,22:41
6152,496,InformClientSurvey,System,complete,1970-01-03,12:40
6153,88,RepairReady,System,complete,1970-01-08,6:31
6154,258,InternRepair,Edd,complete,1970-01-17,8:15
6156,121,ReadyInformClient,System,complete,1970-01-05,17:57
6157,137,ImmediateRepair,Jacky,complete,1970-01-09,14:08
6158,964,RepairReady,System,complete,1970-01-14,18:55
6159,214,Survey,Barbara,complete,1970-01-04,18:38
6161,775,FirstContact,Dian,complete,1970-01-04,22:50
6163,373,TicketReady,System,complete,1970-01-13,22:12
6164,899,FirstContact,Dian,complete,1970-01-02,1:25
6165,385,RepairReady,System,complete,1970-01-09,2:37
6166,211,RepairReady,System,complete,1970-01-03,23:50
6167,917,InternRepair,Paul,complete,1970-01-02,8:04
6168,797,SendTicketToFinAdmin,System,complete,1970-01-14,17:52
6169,885,Survey,Anne,complete,1970-01-14,3:44
6170,861,FirstContact,Monica,complete,1970-01-01,17:55
6171,121,SendTicketToFinAdmin,System,complete,1970-01-05,21:10
6174,424,InternRepair,John,complete,1970-01-12,17:05
6175,408,MakeTicket,Monica,complete,1970-01-07,7:35
6177,302,ImmediateRepair,Barbara,complete,1970-01-06,1:58
6178,568,TicketReady,System,complete,1970-01-09,13:29
6180,208,SendTicketToFinAdmin,System,complete,1970-01-04,5:50
6182,221,MakeTicket,Monica,complete,1970-01-01,21:46
6184,300,TicketReady,System,complete,1970-01-07,12:30
6185,43,Survey,Jacky,complete,1970-01-02,7:02
6186,661,SendTicketToFinAdmin,System,complete,1970-01-12,0:37
6188,832,InformClientWrongPlace,Dian,complete,1970-01-05,18:07
6195,626,FirstContact,Monica,complete,1970-01-02,18:35
6197,195,InformClientSurvey,System,complete,1970-01-07,11:12
6199,665,TicketReady,System,complete,1970-01-06,16:13
6203,782,MakeTicket,Monica,complete,1970-01-04,4:48
6204,142,MakeTicket,Monica,complete,1970-01-07,1:20
6205,794,InformClientSurvey,System,complete,1970-01-07,15:31
6206,107,FirstContact,Monica,complete,1970-01-02,0:00
6207,840,ReadyInformClient,System,complete,1970-01-11,12:13
6208,314,ReadyInformClient,System,complete,1970-01-07,2:29
6215,973,TicketReady,System,complete,1970-01-12,1:28
6217,168,MakeTicket,Monica,complete,1970-01-06,19:04
6218,712,TicketReady,System,complete,1970-01-07,9:33
6219,616,ArrangeSurvey,Monica,complete,1970-01-05,22:21
6221,524,ReadyInformClient,System,complete,1970-01-15,20:38
6222,94,ImmediateRepair,Anne,complete,1970-01-11,9:50
6223,629,TicketReady,System,complete,1970-01-02,20:02
6226,486,ImmediateRepair,Barbara,complete,1970-01-07,7:45
6227,104,ImmediateRepair,Anne,complete,1970-01-05,3:59
6228,854,ReadyInformClient,System,complete,1970-01-09,6:45
6230,473,SendTicketToFinAdmin,System,complete,1970-01-08,7:10
6231,498,ArrangeSurvey,Monica,complete,1970-01-07,4:14
6232,496,TicketReady,System,complete,1970-01-07,21:08
6233,78,RepairReady,System,complete,1970-01-09,17:14
6235,595,MakeTicket,Dian,complete,1970-01-06,10:53
6236,271,ArrangeSurvey,Dian,complete,1970-01-03,15:03
6237,839,SendTicketToFinAdmin,System,complete,1970-01-02,21:12
6238,874,Survey,Edd,complete,1970-01-11,13:50
6239,977,MakeTicket,Dian,complete,1970-01-02,20:00
6240,140,InformClientSurvey,System,complete,1970-01-04,3:12
6241,361,ImmediateRepair,Anne,complete,1970-01-05,12:01
6242,659,SendTicketToFinAdmin,System,complete,1970-01-13,11:04
6243,235,FirstContact,Dian,complete,1970-01-02,20:06
6244,193,ArrangeSurvey,Monica,complete,1970-01-02,10:23
6245,959,RepairReady,System,complete,1970-01-01,17:52
6247,504,ArrangeSurvey,Monica,complete,1970-01-07,5:00
6249,451,TicketReady,System,complete,1970-01-12,21:59
6250,878,InternRepair,Lex,complete,1970-01-04,8:03
6251,786,ArrangeSurvey,Monica,complete,1970-01-03,16:20
6253,303,ArrangeSurvey,Monica,complete,1970-01-03,15:17
6254,922,InformClientSurvey,System,complete,1970-01-02,7:57
6255,969,RepairReady,System,complete,1970-01-16,2:43
6258,228,MakeTicket,Monica,complete,1970-01-01,13:13
6259,233,TicketReady,System,complete,1970-01-07,8:18
6260,620,TicketReady,System,complete,1970-01-10,13:20
6261,137,Survey,Jacky,complete,1970-01-09,12:08
6262,310,FirstContact,Monica,complete,1970-01-04,2:54
6263,15,Survey,Barbara,complete,1970-01-06,6:24
6264,568,ArrangeSurvey,Dian,complete,1970-01-06,19:23
6266,779,ArrangeSurvey,Monica,complete,1970-01-02,20:07
6267,343,InternRepair,John,complete,1970-01-04,10:33
6268,876,FirstContact,Monica,complete,1970-01-03,21:42
6270,732,FirstContact,Monica,complete,1970-01-08,1:19
6272,900,FirstContact,Monica,complete,1970-01-06,21:53
6273,240,InformClientSurvey,System,complete,1970-01-06,11:35
6274,672,MakeTicket,Monica,complete,1970-01-02,22:51
6275,285,Survey,Barbara,complete,1970-01-08,1:31
6276,456,ImmediateRepair,Anne,complete,1970-01-08,2:29
6277,430,ArrangeSurvey,Monica,complete,1970-01-02,1:36
6280,1000,FirstContact,Monica,complete,1970-01-07,20:17
6281,121,ArrangeSurvey,Monica,complete,1970-01-04,19:08
6283,240,FirstContact,Dian,complete,1970-01-06,11:23
6285,558,ReadyInformClient,System,complete,1970-01-03,11:56
6288,673,InternRepair,Edd,complete,1970-01-12,6:27
6291,612,Survey,Anne,complete,1970-01-05,16:06
6292,892,ArrangeSurvey,Monica,complete,1970-01-03,2:25
6294,997,ArrangeSurvey,Dian,complete,1970-01-06,21:04
6295,212,ArrangeSurvey,Monica,complete,1970-01-04,3:44
6297,86,MakeTicket,Monica,complete,1970-01-07,4:37
6300,912,SendTicketToFinAdmin,System,complete,1970-01-10,5:46
6301,469,RepairReady,System,complete,1970-01-06,5:27
6302,305,SendTicketToFinAdmin,System,complete,1970-01-04,18:19
6303,858,ReadyInformClient,System,complete,1970-01-07,20:14
6304,343,FirstContact,Monica,complete,1970-01-02,17:51
6306,810,SendTicketToFinAdmin,System,complete,1970-01-12,18:44
6307,291,InternRepair,John,complete,1970-01-15,6:00
6308,266,InformClientSurvey,System,complete,1970-01-07,14:27
6311,491,FirstContact,Dian,complete,1970-01-02,2:57
6312,49,FirstContact,Dian,complete,1970-01-04,14:38
6313,390,Survey,Paul,complete,1970-01-11,11:58
6314,108,ReadyInformClient,System,complete,1970-01-03,22:02
6315,389,ArrangeSurvey,Dian,complete,1970-01-04,4:36
6316,923,InternRepair,Nick,complete,1970-01-04,2:49
6318,894,SendTicketToFinAdmin,System,complete,1970-01-06,10:02
6321,937,Survey,Ben,complete,1970-01-03,22:19
6322,283,TicketReady,System,complete,1970-01-05,18:20
6323,256,TicketReady,System,complete,1970-01-10,0:11
6325,122,InformClientSurvey,System,complete,1970-01-07,22:02
6326,638,FirstContact,Monica,complete,1970-01-04,4:07
6331,573,ImmediateRepair,Barbara,complete,1970-01-05,12:56
6332,358,Survey,Jacky,complete,1970-01-12,12:56
6334,763,Survey,Anne,complete,1970-01-01,12:00
6335,981,ImmediateRepair,Anne,complete,1970-01-02,12:28
6336,307,FirstContact,Dian,complete,1970-01-02,13:50
6337,990,Survey,Paul,complete,1970-01-09,18:07
6339,433,ImmediateRepair,Barbara,complete,1970-01-04,5:22
6340,684,ReadyInformClient,System,complete,1970-01-20,6:56
6344,887,ReadyInformClient,System,complete,1970-01-11,1:56
6346,448,RepairReady,System,complete,1970-01-05,15:42
6347,998,SendTicketToFinAdmin,System,complete,1970-01-19,13:55
6348,101,TicketReady,System,complete,1970-01-04,12:31
6349,535,ArrangeSurvey,Monica,complete,1970-01-02,14:04
6350,340,InternRepair,John,complete,1970-01-16,0:37
6351,603,MakeTicket,Dian,complete,1970-01-06,15:57
6352,304,RepairReady,System,complete,1970-01-14,13:41
6353,305,MakeTicket,Monica,complete,1970-01-04,9:26
6354,53,InformClientSurvey,System,complete,1970-01-02,18:28
6356,54,Survey,John,complete,1970-01-02,10:32
6357,566,ReadyInformClient,System,complete,1970-01-09,3:04
6358,147,FirstContact,Dian,complete,1970-01-03,2:04
6359,314,ArrangeSurvey,Monica,complete,1970-01-03,18:26
6360,113,MakeTicket,Dian,complete,1970-01-05,21:45
6361,325,ReadyInformClient,System,complete,1970-01-06,23:27
6364,402,SendTicketToFinAdmin,System,complete,1970-01-06,19:25
6367,983,FirstContact,Dian,complete,1970-01-05,0:02
6370,307,RepairReady,System,complete,1970-01-05,15:40
6372,470,RepairReady,System,complete,1970-01-13,0:32
6373,556,InformClientSurvey,System,complete,1970-01-01,9:24
6377,535,SendTicketToFinAdmin,System,complete,1970-01-12,19:04
6378,151,FirstContact,Monica,complete,1970-01-03,12:50
6379,86,TicketReady,System,complete,1970-01-10,20:48
6381,269,ReadyInformClient,System,complete,1970-01-16,7:00
6383,552,ArrangeSurvey,Monica,complete,1970-01-06,4:29
6386,351,FirstContact,Dian,complete,1970-01-05,0:11
6387,589,MakeTicket,Monica,complete,1970-01-07,6:58
6389,802,InformClientWrongPlace,Monica,complete,1970-01-05,5:24
6390,457,SendTicketToFinAdmin,System,complete,1970-01-19,4:44
6392,979,RepairReady,System,complete,1970-01-13,20:09
6394,950,MakeTicket,Dian,complete,1970-01-06,8:44
6395,56,RepairReady,System,complete,1970-01-10,6:02
6396,193,InformClientSurvey,System,complete,1970-01-02,10:23
6397,506,RepairReady,System,complete,1970-01-05,6:03
6399,252,InternRepair,Lex,complete,1970-01-05,23:01
6401,257,MakeTicket,Monica,complete,1970-01-02,18:08
6402,940,RepairReady,System,complete,1970-01-10,6:32
6403,621,ImmediateRepair,Anne,complete,1970-01-06,1:39
6404,272,TicketReady,System,complete,1970-01-08,0:50
6405,268,ImmediateRepair,Anne,complete,1970-01-11,21:51
6406,489,Survey,Anne,complete,1970-01-13,13:30
6408,426,SendTicketToFinAdmin,System,complete,1970-01-13,9:53
6409,772,TicketReady,System,complete,1970-01-09,0:33
6410,731,TicketReady,System,complete,1970-01-06,21:25
6413,120,TicketReady,System,complete,1970-01-13,11:07
6414,782,RepairReady,System,complete,1970-01-06,23:43
6415,647,SendTicketToFinAdmin,System,complete,1970-01-04,8:55
6418,618,ArrangeSurvey,Dian,complete,1970-01-06,0:23
6420,244,RepairReady,System,complete,1970-01-14,13:36
6421,791,ArrangeSurvey,Dian,complete,1970-01-03,8:08
6422,442,MakeTicket,Monica,complete,1970-01-03,7:48
6423,767,InternRepair,Anne,complete,1970-01-09,9:31
6424,533,FirstContact,Monica,complete,1970-01-04,17:56
6425,889,InformClientSurvey,System,complete,1970-01-07,1:30
6426,896,InformClientSurvey,System,complete,1970-01-04,6:52
6427,399,TicketReady,System,complete,1970-01-12,22:00
6428,582,MakeTicket,Monica,complete,1970-01-05,23:48
6432,801,RepairReady,System,complete,1970-01-12,20:53
6435,977,SendTicketToFinAdmin,System,complete,1970-01-07,21:01
6436,986,InformClientSurvey,System,complete,1970-01-06,10:29
6437,153,FirstContact,Dian,complete,1970-01-06,9:02
6438,214,SendTicketToFinAdmin,System,complete,1970-01-04,23:15
6440,152,ArrangeSurvey,Dian,complete,1970-01-04,8:04
6442,64,InternRepair,John,complete,1970-01-12,10:49
6443,794,FirstContact,Dian,complete,1970-01-07,15:17
6444,894,ArrangeSurvey,Dian,complete,1970-01-02,0:43
6446,271,TicketReady,System,complete,1970-01-04,14:06
6447,8,TicketReady,System,complete,1970-01-14,8:31
6450,58,ImmediateRepair,Anne,complete,1970-01-13,20:49
6455,735,TicketReady,System,complete,1970-01-06,20:54
6457,843,RepairReady,System,complete,1970-01-14,6:52
6458,170,ReadyInformClient,System,complete,1970-01-07,16:26
6459,905,SendTicketToFinAdmin,System,complete,1970-01-10,12:05
6460,513,MakeTicket,Dian,complete,1970-01-02,8:56
6461,307,ImmediateRepair,Jacky,complete,1970-01-05,15:40
6463,665,ReadyInformClient,System,complete,1970-01-06,15:19
6464,166,InformClientSurvey,System,complete,1970-01-04,12:19
6465,50,ReadyInformClient,System,complete,1970-01-08,12:10
6467,960,ArrangeSurvey,Dian,complete,1970-01-03,2:41
6468,198,FirstContact,Dian,complete,1970-01-01,9:13
6469,565,RepairReady,System,complete,1970-01-04,12:38
6470,693,RepairReady,System,complete,1970-01-18,2:52
6472,99,InformClientSurvey,System,complete,1970-01-04,19:43
6473,703,ReadyInformClient,System,complete,1970-01-05,1:58
6475,596,SendTicketToFinAdmin,System,complete,1970-01-14,3:52
6476,648,MakeTicket,Dian,complete,1970-01-06,6:59
6477,833,Survey,Edd,complete,1970-01-05,23:45
6478,58,ReadyInformClient,System,complete,1970-01-13,21:07
6479,234,MakeTicket,Dian,complete,1970-01-05,21:57
6480,354,RepairReady,System,complete,1970-01-07,8:27
6481,333,ArrangeSurvey,Dian,complete,1970-01-08,2:47
6483,189,InformClientSurvey,System,complete,1970-01-03,19:35
6484,791,ReadyInformClient,System,complete,1970-01-06,22:56
6485,546,TicketReady,System,complete,1970-01-10,23:23
6486,925,InternRepair,Edd,complete,1970-01-07,19:20
6487,730,Survey,Edd,complete,1970-01-12,6:55
6488,727,FirstContact,Dian,complete,1970-01-03,20:40
6489,301,ArrangeSurvey,Monica,complete,1970-01-04,14:06
6490,198,InformClientSurvey,System,complete,1970-01-01,9:18
6491,666,ArrangeSurvey,Monica,complete,1970-01-06,12:22
6492,741,FirstContact,Dian,complete,1970-01-06,17:47
6493,241,FirstContact,Dian,complete,1970-01-04,4:00
6494,877,Survey,Barbara,complete,1970-01-02,3:03
6495,289,ReadyInformClient,System,complete,1970-01-10,6:02
6496,262,ImmediateRepair,Barbara,complete,1970-01-12,8:19
6497,965,InformClientSurvey,System,complete,1970-01-04,7:39
6498,738,ArrangeSurvey,Dian,complete,1970-01-08,1:23
6499,547,MakeTicket,Dian,complete,1970-01-01,17:59
6501,99,SendTicketToFinAdmin,System,complete,1970-01-06,0:35
6503,781,RepairReady,System,complete,1970-01-02,2:55
6504,501,ReadyInformClient,System,complete,1970-01-09,8:43
6506,37,InformClientSurvey,System,complete,1970-01-07,1:08
6508,625,Survey,Cindy,complete,1970-01-07,6:50
6510,960,MakeTicket,Dian,complete,1970-01-03,2:36
6514,262,SendTicketToFinAdmin,System,complete,1970-01-12,10:45
6517,271,MakeTicket,Dian,complete,1970-01-03,15:01
6518,317,RepairReady,System,complete,1970-01-03,3:15
6519,824,FirstContact,Monica,complete,1970-01-06,1:38
6520,425,ReadyInformClient,System,complete,1970-01-02,23:54
6522,172,FirstContact,Monica,complete,1970-01-02,4:43
6523,890,InternRepair,Edd,complete,1970-01-20,5:05
6524,899,MakeTicket,Dian,complete,1970-01-02,1:31
6525,910,ArrangeSurvey,Dian,complete,1970-01-07,9:15
6526,260,MakeTicket,Monica,complete,1970-01-04,4:34
6528,232,ReadyInformClient,System,complete,1970-01-08,2:59
6531,950,TicketReady,System,complete,1970-01-17,2:50
6532,645,ImmediateRepair,Anne,complete,1970-01-05,20:31
6533,537,RepairReady,System,complete,1970-01-08,7:51
6535,789,ReadyInformClient,System,complete,1970-01-03,14:16
6536,917,Survey,Paul,complete,1970-01-02,0:52
6537,178,RepairReady,System,complete,1970-01-02,8:42
6538,911,RepairReady,System,complete,1970-01-05,19:50
6540,658,FirstContact,Dian,complete,1970-01-05,2:18
6541,95,InformClientSurvey,System,complete,1970-01-07,14:40
6544,432,ReadyInformClient,System,complete,1970-01-11,16:36
6545,121,FirstContact,Monica,complete,1970-01-04,18:59
6546,452,FirstContact,Monica,complete,1970-01-01,15:34
6548,867,InformClientSurvey,System,complete,1970-01-06,11:23
6550,611,MakeTicket,Monica,complete,1970-01-03,23:21
6551,831,SendTicketToFinAdmin,System,complete,1970-01-10,17:58
6552,216,ArrangeSurvey,Monica,complete,1970-01-02,0:45
6553,466,MakeTicket,Dian,complete,1970-01-06,17:11
6554,227,RepairReady,System,complete,1970-01-11,2:21
6555,928,ReadyInformClient,System,complete,1970-01-14,18:19
6556,939,InformClientSurvey,System,complete,1970-01-04,19:28
6557,258,SendTicketToFinAdmin,System,complete,1970-01-17,8:23
6558,847,FirstContact,Monica,complete,1970-01-08,5:30
6559,650,RepairReady,System,complete,1970-01-14,9:04
6561,961,FirstContact,Dian,complete,1970-01-07,16:40
6564,297,FirstContact,Monica,complete,1970-01-02,16:13
6567,467,Survey,Ben,complete,1970-01-06,23:19
6569,725,FirstContact,Monica,complete,1970-01-06,23:26
6572,167,RepairReady,System,complete,1970-01-04,9:25
6573,570,ReadyInformClient,System,complete,1970-01-01,22:36
6574,500,InternRepair,Cindy,complete,1970-01-15,3:15
6575,780,FirstContact,Monica,complete,1970-01-03,18:55
6577,150,ArrangeSurvey,Dian,complete,1970-01-04,20:35
6578,369,FirstContact,Dian,complete,1970-01-04,15:10
6579,170,FirstContact,Dian,complete,1970-01-06,20:45
6583,754,MakeTicket,Dian,complete,1970-01-08,0:43
6585,549,Survey,Anne,complete,1970-01-13,6:43
6586,856,ReadyInformClient,System,complete,1970-01-17,17:51
6588,391,ArrangeSurvey,Dian,complete,1970-01-06,15:24
6589,53,ReadyInformClient,System,complete,1970-01-04,10:08
6590,78,TicketReady,System,complete,1970-01-09,20:21
6593,544,Survey,Jacky,complete,1970-01-05,16:12
6594,591,RepairReady,System,complete,1970-01-12,14:52
6595,303,InternRepair,Cindy,complete,1970-01-19,7:07
6598,65,ReadyInformClient,System,complete,1970-01-04,4:21
6599,728,TicketReady,System,complete,1970-01-08,19:52
6600,833,ArrangeSurvey,Monica,complete,1970-01-02,20:56
6601,624,InformClientSurvey,System,complete,1970-01-01,18:24
6602,645,InternRepair,Anne,complete,1970-01-05,22:19
6605,118,SendTicketToFinAdmin,System,complete,1970-01-07,14:39
6606,506,ReadyInformClient,System,complete,1970-01-05,9:31
6607,724,InformClientSurvey,System,complete,1970-01-04,9:14
6608,687,RepairReady,System,complete,1970-01-03,10:51
6609,913,FirstContact,Dian,complete,1970-01-02,13:56
6610,133,RepairReady,System,complete,1970-01-04,18:35
6611,171,TicketReady,System,complete,1970-01-12,13:36
6612,180,FirstContact,Dian,complete,1970-01-07,7:13
